rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
GYVG6SH3UXKHGUJD.JRTCKXETXF.6YS6EN2CT7,9.6768000000,US East (Ohio),Memory optimized,128,r6id.32xlarge,1024 GiB,4 x 1900 NVMe SSD,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
J6F9NSBAQWA7NC8H.JRTCKXETXF.6YS6EN2CT7,0.2520000000,US East (Ohio),Memory optimized,4,r5.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
J6FHJ5W788GQPSCR.JRTCKXETXF.6YS6EN2CT7,12.2400000000,US East (Ohio),GPU instance,32,p3.8xlarge,244 GiB,EBS only,10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
JZT64V9QPTR3BSMD.JRTCKXETXF.6YS6EN2CT7,0.1860000000,US East (Ohio),Memory optimized,2,r7iz.large,16 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
JZW53PHAG7G84SGE.JRTCKXETXF.6YS6EN2CT7,8.1440000000,US East (Ohio),GPU instance,96,g5.24xlarge,384 GiB,1 x 3800 GB NVMe SSD,50 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
K3CQZUZRGKSJBPQT.JRTCKXETXF.6YS6EN2CT7,6.6690000000,US East (Ohio),Memory optimized,32,x2iedn.8xlarge,1024 GiB,1 x 950 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
JYK6AF7KP6ZCNYAB.JRTCKXETXF.6YS6EN2CT7,98.3200000000,US East (Ohio),GPU instance,192,p5.48xlarge,2048 GiB,8 x 3840 GB SSD,3200 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
K3Y5F2N8WVZ36GB2.JRTCKXETXF.6YS6EN2CT7,1.1400000000,US East (Ohio),GPU instance,16,g3.4xlarge,122 GiB,EBS only,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
K6BJWVVVK236W9NR.JRTCKXETXF.6YS6EN2CT7,0.1700000000,US East (Ohio),Compute optimized,4,c6i.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
K9GYJE2SH9E2XVKT.JRTCKXETXF.6YS6EN2CT7,0.0452000000,US East (Ohio),General purpose,1,m6gd.medium,4 GiB,1 x 59 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
K62547TQ4K76P2B4.JRTCKXETXF.6YS6EN2CT7,0.3440000000,US East (Ohio),Compute optimized,8,c5ad.2xlarge,16 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
K93KAQNK2VPH463A.JRTCKXETXF.6YS6EN2CT7,2.2276800000,US East (Ohio),General purpose,32,m6in.8xlarge,128 GiB,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
K9J99HMHVPUNX2CZ.JRTCKXETXF.6YS6EN2CT7,5.0918400000,US East (Ohio),General purpose,64,m6idn.16xlarge,256 GiB,2 x 1900 NVMe SSD,100000 Megabit,Linux,General Purpose,Linux,NA,No License required
KAVVP92AUFQ8THXH.JRTCKXETXF.6YS6EN2CT7,2.1760000000,US East (Ohio),GPU instance,32,g4dn.8xlarge,128 GiB,900 GB NVMe SSD,50 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
JTMEBXHMXFMQ74R4.JRTCKXETXF.6YS6EN2CT7,3.4560000000,US East (Ohio),Compute optimized,72,c5d.18xlarge,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
JVT8Z9JR8H2KTMEY.JRTCKXETXF.6YS6EN2CT7,1.5910000000,US East (Ohio),Compute optimized,36,c4.8xlarge,60 GiB,EBS only,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
JKKTABECTJYNNCD5.JRTCKXETXF.6YS6EN2CT7,0.3080000000,US East (Ohio),General purpose,8,m6g.2xlarge,32 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
U5RE6VS4BXZKF64F.JRTCKXETXF.6YS6EN2CT7,11.1283200000,US East (Ohio),General purpose,192,m7a.48xlarge,768 GiB,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
U648PYA67ERD92PR.JRTCKXETXF.6YS6EN2CT7,0.7660800000,US East (Ohio),General purpose,16,m7i-flex.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
PSFM9ME54RN3EV6P.JRTCKXETXF.6YS6EN2CT7,16.2880000000,US East (Ohio),GPU instance,192,g5.48xlarge,768 GiB,2 x 3800 GB NVMe SSD,100 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
QKR29D6VQ5FFMD2U.JRTCKXETXF.6YS6EN2CT7,0.1190000000,US East (Ohio),General purpose,2,m5n.large,8 GiB,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
QVDGKAHRZKNRS5BV.JRTCKXETXF.6YS6EN2CT7,0.1920000000,US East (Ohio),General purpose,4,m5.xlarge,16 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
QVWV35UFJMZ9796F.JRTCKXETXF.6YS6EN2CT7,8.9107200000,US East (Ohio),General purpose,128,m6in.metal,512 GiB,EBS only,200000 Megabit,Linux,General Purpose,Linux,NA,No License required
SKZA4VVNM258G9TZ.JRTCKXETXF.6YS6EN2CT7,3.2256000000,US East (Ohio),Compute optimized,64,c6id.16xlarge,128 GiB,2 x 1900 NVMe SSD,25000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
SMRNWAVNJKJSN96J.JRTCKXETXF.6YS6EN2CT7,3.8080000000,US East (Ohio),General purpose,64,m5n.16xlarge,256 GiB,EBS only,75 Gigabit,Linux,General Purpose,Linux,NA,No License required
P5CP3HJTXFE7M3VH.JRTCKXETXF.6YS6EN2CT7,8.9107200000,US East (Ohio),General purpose,128,m6in.32xlarge,512 GiB,EBS only,200000 Megabit,Linux,General Purpose,Linux,NA,No License required
UERYMR24GXXPDY92.JRTCKXETXF.6YS6EN2CT7,0.1720000000,US East (Ohio),Storage optimized,2,i4i.large,16 GiB,1 x 468 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
UEXH7Q44PXFHUZKW.JRTCKXETXF.6YS6EN2CT7,1.1920000000,US East (Ohio),Memory optimized,16,r5b.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
P6RVWT6TBTYBANPY.JRTCKXETXF.6YS6EN2CT7,1.1160000000,US East (Ohio),Memory optimized,12,z1d.3xlarge,96 GiB,1 x 450 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
UGX5BTRKK2SBX5R5.JRTCKXETXF.6YS6EN2CT7,0.0361000000,US East (Ohio),Compute optimized,1,c7g.medium,2 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
R4WCHYMB84366KD7.JRTCKXETXF.6YS6EN2CT7,0.9520000000,US East (Ohio),General purpose,16,m5n.4xlarge,64 GiB,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
SRW9NUWV4DEUS28K.JRTCKXETXF.6YS6EN2CT7,0.2016000000,US East (Ohio),Memory optimized,4,r6g.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
R99FC88U7735H9RR.JRTCKXETXF.6YS6EN2CT7,0.1990000000,US East (Ohio),Compute optimized,4,c4.xlarge,7.5 GiB,EBS only,High,Linux,Compute Optimized,Linux,NA,No License required
SG7H3YKVF2FX5SGV.JRTCKXETXF.6YS6EN2CT7,2.1773000000,US East (Ohio),Compute optimized,48,c7gd.12xlarge,96 GiB,2 x 1425 NVMe SSD,22500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
R3VHSB87F9T6FGA9.JRTCKXETXF.6YS6EN2CT7,1.8080000000,US East (Ohio),General purpose,32,m5d.8xlarge,128 GiB,2 x 600 NVMe SSD,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
R4CKBWU7M6GSC7QB.JRTCKXETXF.6YS6EN2CT7,0.5320000000,US East (Ohio),Memory optimized,8,r4.2xlarge,61 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
VX6Z38JUR65B3HGT.JRTCKXETXF.6YS6EN2CT7,6.6830400000,US East (Ohio),General purpose,96,m6in.24xlarge,384 GiB,EBS only,150000 Megabit,Linux,General Purpose,Linux,NA,No License required
QNTQ3PQTYPNBFM62.JRTCKXETXF.6YS6EN2CT7,4.2840000000,US East (Ohio),Compute optimized,96,c7i.24xlarge,192 GiB,EBS only,37500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
VJWEQV54Q7YQWH8T.JRTCKXETXF.6YS6EN2CT7,0.1808000000,US East (Ohio),General purpose,4,m6gd.xlarge,16 GiB,1 x 237 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
QSENSNKG2TFF9DX2.JRTCKXETXF.6YS6EN2CT7,2.4633600000,US East (Ohio),Compute optimized,48,c7a.12xlarge,96 GiB,EBS only,18750 Megabit,Linux,Compute Optimized,Linux,NA,No License required
QTD83ZUBGATX8ZGE.JRTCKXETXF.6YS6EN2CT7,0.1540000000,US East (Ohio),Compute optimized,4,c5a.xlarge,8 GiB,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
QTZ3A8UPGDGVVKEN.JRTCKXETXF.6YS6EN2CT7,0.4536000000,US East (Ohio),Memory optimized,8,r6a.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
PHYTCURRR8TV4RZQ.JRTCKXETXF.6YS6EN2CT7,4.8688000000,US East (Ohio),Memory optimized,64,r7a.16xlarge,512 GiB,EBS only,25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
VRGEJRAPUVFERPF4.JRTCKXETXF.6YS6EN2CT7,2.0640000000,US East (Ohio),Compute optimized,48,c5ad.12xlarge,96 GiB,2 x 900 NVMe SSD,12 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
PR9DBPYPCCHY7FU5.JRTCKXETXF.6YS6EN2CT7,2.1760000000,US East (Ohio),General purpose,32,m5dn.8xlarge,128 GiB,2 x 600 NVMe SSD,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
BB59KC4ADC7VPB22.JRTCKXETXF.6YS6EN2CT7,1.9968000000,US East (Ohio),Compute optimized,32,c7gn.8xlarge,64 GiB,EBS only,100 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
BAW6PD4AUCRJNUUR.JRTCKXETXF.6YS6EN2CT7,0.3400000000,US East (Ohio),Compute optimized,8,c6i.2xlarge,16 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
B4AFFRRA4JF62CT3.JRTCKXETXF.6YS6EN2CT7,14.6064000000,US East (Ohio),Memory optimized,192,r7a.metal-48xl,1536 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
B8SHJ47CBBHMQK5N.JRTCKXETXF.6YS6EN2CT7,0.0513200000,US East (Ohio),Compute optimized,1,c7a.medium,2 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
B9QJCD97ZQ34V6EA.JRTCKXETXF.6YS6EN2CT7,0.7680000000,US East (Ohio),Compute optimized,16,c5d.4xlarge,32 GiB,1 x 400 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
B7KJQVXZZNDAS23N.JRTCKXETXF.6YS6EN2CT7,0.0928000000,US East (Ohio),General purpose,2,t2.large,8 GiB,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
B9PXT9SFSA4K33SU.JRTCKXETXF.6YS6EN2CT7,6.5280000000,US East (Ohio),General purpose,96,m5dn.metal,384 GiB,4 x 900 NVMe SSD,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
B2UVD73SKGHVN763.JRTCKXETXF.6YS6EN2CT7,0.9984000000,US East (Ohio),Compute optimized,16,c7gn.4xlarge,32 GiB,EBS only,50 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
B3W94M5ZUQMSMU6U.JRTCKXETXF.6YS6EN2CT7,4.7680000000,US East (Ohio),Memory optimized,64,r5n.16xlarge,512 GiB,EBS only,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
BQPEB7HYTVEZPKJW.JRTCKXETXF.6YS6EN2CT7,0.0208000000,US East (Ohio),General purpose,2,t3.small,2 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
BQZZZARYEWGN3XUG.JRTCKXETXF.6YS6EN2CT7,7.2576000000,US East (Ohio),Compute optimized,128,c6in.32xlarge,256 GiB,EBS only,200000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
9G747UYR728ANFYQ.JRTCKXETXF.6YS6EN2CT7,0.6912000000,US East (Ohio),Compute optimized,16,c6gn.4xlarge,32 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
VU6WDT5USNCYBZEU.JRTCKXETXF.6YS6EN2CT7,0.3712000000,US East (Ohio),General purpose,8,t2.2xlarge,32 GiB,EBS only,Moderate,Linux,General Purpose,Linux,NA,No License required
V8UQSCFD4MRKTGJK.JRTCKXETXF.6YS6EN2CT7,2.3123000000,US East (Ohio),Compute optimized,64,c7g.metal,128 GiB,EBS only,30 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
VA2B5JZB8WHEURXY.JRTCKXETXF.6YS6EN2CT7,0.5411700000,US East (Ohio),GPU instance,8,g4ad.2xlarge,32 GiB,300 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
VAF5V29J5BPBHMB6.JRTCKXETXF.6YS6EN2CT7,1.6422400000,US East (Ohio),Compute optimized,32,c7a.8xlarge,64 GiB,EBS only,12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
VEVCBWPER9F5N296.JRTCKXETXF.6YS6EN2CT7,1.9440000000,US East (Ohio),Compute optimized,36,c5n.9xlarge,96 GiB,EBS only,50 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
PVCJ44B9HU2FJ3R5.JRTCKXETXF.6YS6EN2CT7,0.4992000000,US East (Ohio),Compute optimized,8,c7gn.2xlarge,16 GiB,EBS only,Up to 50 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
PX7G4QXPTQXB4CP6.JRTCKXETXF.6YS6EN2CT7,1.1138400000,US East (Ohio),General purpose,16,m6in.4xlarge,64 GiB,EBS only,Up to 50000 Megabit,Linux,General Purpose,Linux,NA,No License required
VBD8SNSQFMPFYVCB.JRTCKXETXF.6YS6EN2CT7,0.4636800000,US East (Ohio),General purpose,8,m7a.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
VDVDBUJMSHBKQQ2J.JRTCKXETXF.6YS6EN2CT7,0.2646000000,US East (Ohio),Memory optimized,4,r7i.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
PJCXU4V4TYC9FV5D.JRTCKXETXF.6YS6EN2CT7,1.4280000000,US East (Ohio),Compute optimized,32,c7i.8xlarge,64 GiB,EBS only,12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
VFKY8MVR6SMC2UK2.JRTCKXETXF.6YS6EN2CT7,1.3360000000,US East (Ohio),Memory optimized,16,x2gd.4xlarge,256 GiB,1 x 950 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
URNH6CVVQNBUBHKN.JRTCKXETXF.6YS6EN2CT7,1.2040000000,US East (Ohio),GPU instance,16,g4dn.4xlarge,64 GiB,225 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
HKSDXF2TWQ59M4GV.JRTCKXETXF.6YS6EN2CT7,1.8432000000,US East (Ohio),Memory optimized,32,r6gd.8xlarge,256 GiB,1 x 1900 NVMe SSD,12 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
7YDWA7NKU6XSKFSU.JRTCKXETXF.6YS6EN2CT7,0.2060000000,US East (Ohio),General purpose,4,m5ad.xlarge,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
82N8PRZ8U7GE8XRM.JRTCKXETXF.6YS6EN2CT7,2.4960000000,US East (Ohio),Storage optimized,32,i3.8xlarge,244 GiB,4 x 1900 NVMe SSD,10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
82WJEV73M7J3Q5WS.JRTCKXETXF.6YS6EN2CT7,4.0320000000,US East (Ohio),Memory optimized,64,r5.16xlarge,512 GiB,EBS only,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8GJ9CJRBQQWJTNRN.JRTCKXETXF.6YS6EN2CT7,10.8480000000,US East (Ohio),Storage optimized,96,i3en.metal,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
8HUH2DUJYZKMN44U.JRTCKXETXF.6YS6EN2CT7,0.6973200000,US East (Ohio),Memory optimized,8,r6in.2xlarge,64 GiB,EBS only,Up to 40000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
8KPHN9W8MUAFV3XN.JRTCKXETXF.6YS6EN2CT7,0.4284000000,US East (Ohio),Memory optimized,8,r7g.2xlarge,64 GiB,EBS only,Up to 15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8KUY3ZV7F3CFSGFG.JRTCKXETXF.6YS6EN2CT7,0.2280000000,US East (Ohio),Machine Learning ASIC Instances,4,inf1.xlarge,8 GiB,EBS only,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
8GK4KCC5UY3FM5FX.JRTCKXETXF.6YS6EN2CT7,6.9120000000,US East (Ohio),Memory optimized,96,r5d.24xlarge,768 GiB,4 x 900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8MUE5GW7RQ939SBD.JRTCKXETXF.6YS6EN2CT7,3.6160000000,US East (Ohio),General purpose,64,m5d.16xlarge,256 GiB,4 x 600 NVMe SSD,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
8JR98FCS7C5AC4VZ.JRTCKXETXF.6YS6EN2CT7,0.1360000000,US East (Ohio),General purpose,2,m5dn.large,8 GiB,1 x 75 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
8KXQBUFQSAE2569F.JRTCKXETXF.6YS6EN2CT7,4.9440000000,US East (Ohio),General purpose,96,m5ad.24xlarge,384 GiB,4 x 900 NVMe SSD,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
85GRNC4JJKS8KAPZ.JRTCKXETXF.6YS6EN2CT7,10.1836800000,US East (Ohio),General purpose,128,m6idn.metal,512 GiB,4 x 1900 NVMe SSD,200000 Megabit,Linux,General Purpose,Linux,NA,No License required
87GUC2RJ3Y9NTE96.JRTCKXETXF.6YS6EN2CT7,4.4640000000,US East (Ohio),Memory optimized,48,z1d.12xlarge,384 GiB,2 x 900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8859G66VWG9CR4BR.JRTCKXETXF.6YS6EN2CT7,4.3546000000,US East (Ohio),Memory optimized,64,r7gd.16xlarge,512 GiB,2 x 1900 NVMe SSD,30 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
87VPS2DRVVDV355S.JRTCKXETXF.6YS6EN2CT7,0.8064000000,US East (Ohio),Memory optimized,16,r6g.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
88H8KNDPXNRCEBAU.JRTCKXETXF.6YS6EN2CT7,3.8880000000,US East (Ohio),Compute optimized,72,c5n.18xlarge,192 GiB,EBS only,100 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
8EKJAJ4QY6KN7PVJ.JRTCKXETXF.6YS6EN2CT7,0.0904000000,US East (Ohio),General purpose,2,m6gd.large,8 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
8ESS9QXCJT48TMPH.JRTCKXETXF.6YS6EN2CT7,0.6860000000,US East (Ohio),Storage optimized,8,i4i.2xlarge,64 GiB,1 x 1875 NVMe SSD,Up to 12 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
8ETBXSF8EMYHZQHA.JRTCKXETXF.6YS6EN2CT7,0.0765000000,US East (Ohio),Compute optimized,2,c6a.large,4 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
8CCCNAQ4R5QGYJFP.JRTCKXETXF.6YS6EN2CT7,109.2000000000,US East (Ohio),Memory optimized,448,u-12tb1.112xlarge,12288 GiB,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8D49XP354UEYTHGM.JRTCKXETXF.6YS6EN2CT7,0.0960000000,US East (Ohio),General purpose,2,m5.large,8 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
8C5QTNM25J8QE7WW.JRTCKXETXF.6YS6EN2CT7,2.7820800000,US East (Ohio),General purpose,48,m7a.12xlarge,192 GiB,EBS only,18750 Megabit,Linux,General Purpose,Linux,NA,No License required
8SJJWBQEQ55NTABM.JRTCKXETXF.6YS6EN2CT7,3.0600000000,US East (Ohio),Compute optimized,72,c5.18xlarge,144 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
8PT295FGK5BA7XPK.JRTCKXETXF.6YS6EN2CT7,4.1920000000,US East (Ohio),Memory optimized,64,r5ad.16xlarge,512 GiB,4 x 600 NVMe SSD,12 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
8PYPZ2JQ8PGB57UQ.JRTCKXETXF.6YS6EN2CT7,0.6086000000,US East (Ohio),Memory optimized,8,r7a.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
8QZ4X4NNZ4TY7FET.JRTCKXETXF.6YS6EN2CT7,4.8384000000,US East (Ohio),General purpose,96,m7i.24xlarge,384 GiB,EBS only,37500 Megabit,Linux,General Purpose,Linux,NA,No License required
8X9B68EH66TVHPDD.JRTCKXETXF.6YS6EN2CT7,1.5360000000,US East (Ohio),General purpose,32,m5.8xlarge,128 GiB,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
5X7VYJGK3PY7WUAN.JRTCKXETXF.6YS6EN2CT7,0.2260000000,US East (Ohio),Storage optimized,2,i3en.large,16 GiB,1 x 1250 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
8VCFHRSGSGNU4KUP.JRTCKXETXF.6YS6EN2CT7,7.1520000000,US East (Ohio),Memory optimized,96,r5b.metal,768 GiB,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
5AN96378Q97PAQKS.JRTCKXETXF.6YS6EN2CT7,4.0800000000,US East (Ohio),Compute optimized,96,c5.24xlarge,192 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
762QJ5UWC2MTDEYB.JRTCKXETXF.6YS6EN2CT7,0.1860000000,US East (Ohio),Memory optimized,2,z1d.large,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
7DSWD9TUGHZ9KJB4.JRTCKXETXF.6YS6EN2CT7,1.0060000000,US East (Ohio),GPU instance,4,g5.xlarge,16 GiB,1 x 250 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
5G4M46QWK9ZC9QDT.JRTCKXETXF.6YS6EN2CT7,0.1856000000,US East (Ohio),General purpose,4,t2.xlarge,16 GiB,EBS only,Moderate,Linux,General Purpose,Linux,NA,No License required
5J6H3KYBDMQ87KDK.JRTCKXETXF.6YS6EN2CT7,0.7520000000,US East (Ohio),GPU instance,8,g4dn.2xlarge,32 GiB,225 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
56SAYZTJAH8MHKUF.JRTCKXETXF.6YS6EN2CT7,10.8864000000,US East (Ohio),Memory optimized,192,r6a.48xlarge,1536 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
7FSXBGEAS2KZ7E5V.JRTCKXETXF.6YS6EN2CT7,3.2960000000,US East (Ohio),General purpose,64,m5ad.16xlarge,256 GiB,4 x 600 NVMe SSD,12 Gigabit,Linux,General Purpose,Linux,NA,No License required
55JEV4D47GQZ5YBD.JRTCKXETXF.6YS6EN2CT7,0.4032000000,US East (Ohio),Compute optimized,8,c6id.2xlarge,16 GiB,1 x 474 NVMe SSD,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
5KJU7G42EKAGH3H4.JRTCKXETXF.6YS6EN2CT7,0.0376000000,US East (Ohio),General purpose,2,t3a.medium,4 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
4R9AAXWRV88MGH2M.JRTCKXETXF.6YS6EN2CT7,0.4320000000,US East (Ohio),Compute optimized,8,c5n.2xlarge,21 GiB,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
7DZPFDJE9NFYEDSA.JRTCKXETXF.6YS6EN2CT7,4.3520000000,US East (Ohio),GPU instance,64,g4dn.16xlarge,256 GiB,900 GB NVMe SSD,50 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
4PHUA4GN3H4Q64M6.JRTCKXETXF.6YS6EN2CT7,1.3360000000,US East (Ohio),Memory optimized,16,r5dn.4xlarge,128 GiB,2 x 300 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
7X5D89VVMXG2JZ42.JRTCKXETXF.6YS6EN2CT7,2.4640000000,US East (Ohio),General purpose,64,m6g.16xlarge,256 GiB,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
83N2WX5GTM44UPK9.JRTCKXETXF.6YS6EN2CT7,0.5260000000,US East (Ohio),GPU instance,4,g4dn.xlarge,16 GiB,125 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
4YEWPWQGW7RUAV57.JRTCKXETXF.6YS6EN2CT7,2.6112000000,US East (Ohio),General purpose,64,m7g.16xlarge,256 GiB,EBS only,30 Gigabit,Linux,General Purpose,Linux,NA,No License required
4Z2D6C5WPKJP9NVM.JRTCKXETXF.6YS6EN2CT7,0.2688000000,US East (Ohio),General purpose,8,t4g.2xlarge,32 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
84VYQC8KRPWCNR4U.JRTCKXETXF.6YS6EN2CT7,0.4032000000,US East (Ohio),General purpose,8,m7i.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
52YMJWU8NDHMWAVV.JRTCKXETXF.6YS6EN2CT7,8.0160000000,US East (Ohio),Memory optimized,96,r5dn.metal,768 GiB,4 x 900 NVMe SSD,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
84WG248SMZNAAGN7.JRTCKXETXF.6YS6EN2CT7,0.5440000000,US East (Ohio),General purpose,8,m5dn.2xlarge,32 GiB,1 x 300 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
53MJDW7C24CEJF98.JRTCKXETXF.6YS6EN2CT7,5.9520000000,US East (Ohio),Memory optimized,64,r7iz.metal-16xl,512 GiB,EBS only,25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
